Generic	Shape	Route	Indication	Dep	Diagn	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	NormQty	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	NormPerTime	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	NormRate	MinRate	MaxRate	NormRateAdj	MinRateAdj	MaxRateAdj
aprepitant	poeder voor orale suspensie	or	preventie van misselijkheid en braken bij chemotherapie				180	7200		40,000							onderhoud	aprepitant	1	mg	kg	dag																				2		2.2						
aprepitant	poeder voor orale suspensie	or	preventie van misselijkheid en braken bij chemotherapie				180	7200	40,000								onderhoud	aprepitant	1	mg		dag																												
aprepitant	capsule	or	Profylaxe cyclisch braken							40,000							onderhoud	aprepitant	2	mg		week													40				80		80									
aprepitant	capsule	or	Profylaxe cyclisch braken						40,000	60,000							onderhoud	aprepitant	2	mg		week													80				160		160									
aprepitant	capsule	or	Profylaxe cyclisch braken						60,000								onderhoud	aprepitant	2	mg		week													125				250		250									
aprepitant	poeder voor orale suspensie	or	Profylaxe cyclisch braken							40,000							onderhoud	aprepitant	2	mg		week													40				80		80									
aprepitant	poeder voor orale suspensie	or	Profylaxe cyclisch braken						40,000	60,000							onderhoud	aprepitant	2	mg		week													80				160		160									
aprepitant	poeder voor orale suspensie	or	Profylaxe cyclisch braken						60,000								onderhoud	aprepitant	2	mg		week													125				250		250									
argipressine	concentraat voor oplossing voor infusie	iv	vassopressie														continu	argipressine		IE	kg		uur																										0.01	0.08
aripiprazol	tablet	or	psychose; manische episodes bij bipolaire stoornis type i				3600	7200									onderhoud	aripiprazol	1	mg		dag																												
aripiprazol	tablet	or	tics, gedragsstoornissen en autisme				1800	7200									onderhoud	aripiprazol	1	mg		dag																												
ascorbinezuur	injectievloeistof	iv	deficientie				30	7200									onderhoud	ascorbinezuur	2; 3	mg		dag																												
ascorbinezuur	tablet	or	deficientie				30	7200									onderhoud	ascorbinezuur	2	mg		dag																												
ascorbinezuur	tablet	or	profylaxe				30	7200									onderhoud	ascorbinezuur	1	mg		dag																												
atazanavir	capsule	or	hiv				2160		15,000	20,000							onderhoud	atazanavir	1	mg		dag																												
atazanavir	capsule	or	hiv				2160		20,000	40,000							onderhoud	atazanavir	1	mg		dag																												
atazanavir	capsule	or	hiv				2160		40,000								onderhoud	atazanavir	1	mg		dag																												
atenolol	drank	or	hemangiomen				30	420									onderhoud	atenolol	1	mg	kg	dag																				1		1.1						
atenolol	tablet	or	hemangiomen				30	420									onderhoud	atenolol	1	mg	kg	dag																				1		1.1						
atenolol	drank	or	hypertensie, supraventriculaire aritmieën, marfan syndroom				30	7200									onderhoud	atenolol	1; 2	mg	kg	dag																					1	4						
atenolol	tablet	or	hypertensie, supraventriculaire aritmieën, marfan syndroom				30	7200									onderhoud	atenolol	1; 2	mg	kg	dag																					1	4						
atomoxetine	capsule	or	adhd				2160	7200		70,000							onderhoud	atomoxetine	1	mg	kg	dag																					0.5	1.8						
atomoxetine	capsule	or	adhd				2160	7200	70,000								onderhoud	atomoxetine	1	mg		dag																												
atorvastatine	tablet	or	homozychote familiaire hypercholesterolemie				2160	3600									onderhoud	atorvastatine	1	mg		dag																												
atorvastatine	tablet	or	homozychote familiaire hypercholesterolemie				3600	7200									onderhoud	atorvastatine	1	mg		dag																												
atovaquon	suspensie voor oraal gebruik	or	profylaxe pneumocystis jiroveci pneumonie (pcp)				30	90									onderhoud	atovaquon	1	mg	kg	dag																				30		33						
atovaquon	suspensie voor oraal gebruik	or	profylaxe pneumocystis jiroveci pneumonie (pcp)				90	720									onderhoud	atovaquon	1	mg	kg	dag																				45		49.5						
atovaquon	suspensie voor oraal gebruik	or	profylaxe pneumocystis jiroveci pneumonie (pcp)				720										onderhoud	atovaquon	1	mg	kg	dag																				30								
atovaquon/proguanil	filmomhulde tablet	or	behandeling malaria tropica						5,000	9,000							onderhoud	atovaquon+proguanil	1	mg		dag																	175		175									
atovaquon/proguanil	filmomhulde tablet	or	behandeling malaria tropica						9,000	11,000							onderhoud	atovaquon+proguanil	1	mg		dag																	262.5		262.5									
atovaquon/proguanil	filmomhulde tablet	or	behandeling malaria tropica						11,000	21,000							onderhoud	atovaquon+proguanil	1	mg		dag																	350		350									
atovaquon/proguanil	filmomhulde tablet	or	behandeling malaria tropica						21,000	31,000							onderhoud	atovaquon+proguanil	1	mg		dag																	700		700									
atovaquon/proguanil	filmomhulde tablet	or	behandeling malaria tropica						31,000	41,000							onderhoud	atovaquon+proguanil	1	mg		dag																	1050		1050									
atovaquon/proguanil	filmomhulde tablet	or	behandeling malaria tropica						41,000								onderhoud	atovaquon+proguanil	1	mg		dag																	1400		1400									
atovaquon/proguanil	filmomhulde tablet	or	profylaxe malaria						5,000	9,000							onderhoud	atovaquon+proguanil	1	mg		dag																	43.75		43.75									
atovaquon/proguanil	filmomhulde tablet	or	profylaxe malaria						9,000	10,000							onderhoud	atovaquon+proguanil	1	mg		dag																	65.5		65.5									
atovaquon/proguanil	filmomhulde tablet	or	profylaxe malaria						11,000	21,000							onderhoud	atovaquon+proguanil	1	mg		dag																	87.5		87.5									
atovaquon/proguanil	filmomhulde tablet	or	profylaxe malaria						21,000	31,000							onderhoud	atovaquon+proguanil	1	mg		dag																	175		175									
atovaquon/proguanil	filmomhulde tablet	or	profylaxe malaria						31,000	41,000							onderhoud	atovaquon+proguanil	1	mg		dag																	262.5		262.5									
atovaquon/proguanil	filmomhulde tablet	or	profylaxe malaria						41,000								onderhoud	atovaquon+proguanil	1	mg		dag																	350		350									
atropine	oogdruppels	oog	acute fase van uveïtis				1440	7200									onderhoud		2; 3	druppel		dag																		2	6									
atropine	oogdruppels	oog	ernstige myopie				1440										onderhoud		1	druppel		dag																			1									
atropine	oogdruppels	oog	mydriaticum, cycloplegicum					360									onderhoud		2	druppel		dag																	2		2									
atropine	oogdruppels	oog	mydriaticum, cycloplegicum				360	7200									onderhoud		2	druppel		dag																	2		2									
atropine	drank	or	spasmolyticum				30	7200									onderhoud	atropine	4; 6	microg	kg	dag													400							10								
atropine	injectievloeistof	im	spasmolyticum				30	7200									onderhoud	atropine	4; 6	microg	kg	dag													400							10								
atropine	injectievloeistof	iv	spasmolyticum				30	7200									onderhoud	atropine	4; 6	microg	kg	dag													400							10								
atropine	injectievloeistof	sc	spasmolyticum				30	7200									onderhoud	atropine	4; 6	microg	kg	dag													400							10								
atropine	tablet	or	spasmolyticum				30	7200									onderhoud	atropine	4; 6	mg	kg	dag													0.04							0.01								
azathioprine	tablet	or	auto-immuun ziekten				30	7200									onderhoud	azathioprine	1	mg	kg	dag																					1	3						
azathioprine	poeder voor injectievloeistof	iv	profylaxe transplantaatafstoting				30	7200									onderhoud	azathioprine	1	mg	kg	dag		15		min																	1	4						
azathioprine	tablet	or	profylaxe transplantaatafstoting				30	7200									onderhoud	azathioprine	1	mg	kg	dag																					1	4						
azelastine	neusspray	nasaal	allergische rhinitis				2160										onderhoud		2	puff		dag													1						2									
azelastine	oogdruppels	oog	niet seizoengebonden allergische conjunctivitis				4320										onderhoud		2; 3; 4	druppel		dag													1					2	4									
azelastine	neusspray	nasaal	niet-allergische rhinitis				4320										onderhoud		2	puff		dag													2						4									
azelastine	oogdruppels	oog	seizoengebonden allergische conjunctivitis				1440										onderhoud		2; 3; 4	druppel		dag													1					2	4									
azijnzuur/triamcinolonacetonide	oordruppels	oor	natte acute otitis externa met hevige jeuk.				30										onderhoud		3	druppel		dag																	9		9									
azitromycine	oogdruppels	oog	bacteriele conjunctivitis					7200									onderhoud		2	druppel		dag													1				2		2									
azitromycine	suspensie voor oraal gebruik	or	chlamydia trachomatis					30					259				onderhoud	azitromycine	1	mg	kg	dag																				20		22						
azitromycine	suspensie voor oraal gebruik	or	chlamydia trachomatis				30			45,000							onderhoud	azitromycine	1	mg	kg	dag																				10		11						
azitromycine	tablet	or	chlamydia trachomatis					30					259				onderhoud	azitromycine	1	mg	kg	dag																				20		22						
azitromycine	tablet	or	chlamydia trachomatis				30			45,000							onderhoud	azitromycine	1	mg	kg	dag																				10		11						
azitromycine	suspensie voor oraal gebruik	or	infecties				30	7200									onderhoud	azitromycine	1	mg	kg	dag																				10								
azitromycine	tablet	or	infecties				30	7200									onderhoud	azitromycine	1	mg	kg	dag																				10								
azitromycine	suspensie voor oraal gebruik	or	onderhoudstherapie infectie met p. aeruginosa bij cystic fibrosis							40,000							onderhoud	azitromycine	3	mg		week													250				750											
azitromycine	suspensie voor oraal gebruik	or	onderhoudstherapie infectie met p. aeruginosa bij cystic fibrosis						40,000								onderhoud	azitromycine	3	mg		week													500				1500											
azitromycine	tablet	or	onderhoudstherapie infectie met p. aeruginosa bij cystic fibrosis							40,000							onderhoud	azitromycine	3	mg		week													250				750											
azitromycine	tablet	or	onderhoudstherapie infectie met p. aeruginosa bij cystic fibrosis						40,000								onderhoud	azitromycine	3	mg		week													500				1500											
azitromycine	suspensie voor oraal gebruik	or	streptokokken faryngitis				30	7200									onderhoud	azitromycine	1	mg	kg	dag																					10	20						
azitromycine	tablet	or	streptokokken faryngitis				30	7200									onderhoud	azitromycine	1	mg	kg	dag																					10	20						
azitromycine	suspensie voor oraal gebruik	or	vroege gelokaliseerde lymeziekte (erythema migrans of lymfocytoom)				30	7200									onderhoud	azitromycine	1	mg	kg	dag																				10								
azitromycine	tablet	or	vroege gelokaliseerde lymeziekte (erythema migrans of lymfocytoom)				30	7200									onderhoud	azitromycine	1	mg	kg	dag																				10								
aztreonam	poeder voor vernevelvloeistof	inh	suppressieve behandeling van chronische longinfecties veroorzaakt door pseudomonas aeruginosa bij cf				2160	7200									onderhoud	aztreonam	3	mg		dag																												
baclofen	drank	or	spierspasmen					2880									onderhoud	baclofen	4	mg	kg	dag																					0.75	2						
baclofen	drank	or	spierspasmen				2880	7200									onderhoud	baclofen	4	mg	kg	dag																					0.75	2						
baclofen	tablet	or	spierspasmen					2880									onderhoud	baclofen	4	mg	kg	dag																					0.75	2						
baclofen	tablet	or	spierspasmen				2880	7200									onderhoud	baclofen	4	mg	kg	dag																					0.75	2						
beclometason	neusspray	nasaal	allergische rhinitis				2160										onderhoud	beclometason	2	microg		dag													100															
beclometason	aerosol	inh	astma, verminderen bronchiale hyperreactiviteit					7200									onderhoud	beclometason	2	microg		dag																		200	1600									
beclometason	inhalatiepoeder	inh	astma, verminderen bronchiale hyperreactiviteit				2520	7200									onderhoud	beclometason	2	microg		dag																		200	1600									
benzoylperoxide	gel	cutaan	acne vulgaris met comedonen en ontstekingsverschijnselen				3600	7200									onderhoud		1; 2	keer		dag																	1	1	2									
benzylpenicilline	poeder voor injectievloeistof	iv	congenitale syfilis					30					259				onderhoud	benzylpenicilline	2; 3	IE	kg	dag		20		min																	100000	150000						
benzylpenicilline	poeder voor injectievloeistof	iv	infecties, sepsis					7		2,000							onderhoud	benzylpenicilline	2	IE	kg	dag		20		min																50000		55000						
benzylpenicilline	poeder voor injectievloeistof	iv	infecties, sepsis					7	2,000								onderhoud	benzylpenicilline	3	IE	kg	dag		20		min																75000		82500						
benzylpenicilline	poeder voor injectievloeistof	iv	infecties, sepsis				7	30		2,000							onderhoud	benzylpenicilline	3	IE	kg	dag		20		min																75000		82500						
benzylpenicilline	poeder voor injectievloeistof	iv	infecties, sepsis				7	30	2,000								onderhoud	benzylpenicilline	4	IE	kg	dag		20		min																100000		110000						
benzylpenicilline	poeder voor injectievloeistof	iv	infecties, sepsis				30	7200									onderhoud	benzylpenicilline	4; 5; 6	IE	kg	dag		20		min																	100000	400000						
benzylpenicilline	poeder voor injectievloeistof	iv	meningitis					7		2,000							onderhoud	benzylpenicilline	2	IE	kg	dag		20		min																100000		110000						
benzylpenicilline	poeder voor injectievloeistof	iv	meningitis					7	2,000								onderhoud	benzylpenicilline	3	IE	kg	dag		20		min																150000		165000						
benzylpenicilline	poeder voor injectievloeistof	iv	meningitis				7	30		2,000							onderhoud	benzylpenicilline	3	IE	kg	dag		20		min																150000		165000						
benzylpenicilline	poeder voor injectievloeistof	iv	meningitis				7	30	2,000								onderhoud	benzylpenicilline	4	IE	kg	dag		20		min																200000		220000						
benzylpenicilline	poeder voor injectievloeistof	iv	meningitis				30	7200									onderhoud	benzylpenicilline	4; 5; 6	IE	kg	dag		20		min																	250000	400000						
benzylpenicilline	poeder voor injectievloeistof	iv	vroege neuroborreliose					3240									onderhoud	benzylpenicilline	6	IE	kg	dag		20		min																	200000	400000						
benzylpenicilline	poeder voor injectievloeistof	iv	vroege neuroborreliose				3240										onderhoud	benzylpenicilline	6	IE		dag		20		min														12000000	20000000									
betamethason	creme	cutaan	constitutioneel eczeem				360	7200									onderhoud		1; 2	keer		dag													1				1		2									
betamethason	emulsie voor cutaan gebruik	cutaan	constitutioneel eczeem				360	7200									onderhoud		1; 2	keer		dag													1				1		2									
