SortNo	Generic	Shape	Brand	Route	GPKs	Indication	ScheduleText	Dep	Gender	MinAge	MaxAge	MinWeight	MaxWeight	MinBSA	MaxBSA	MinGestAge	MaxGestAge	MinPMAge	MaxPMAge	DoseType	DoseText	UseGenericName	Substance	Freqs	DoseUnit	AdjustUnit	FreqUnit	RateUnit	MinTime	MaxTime	TimeUnit	MinInt	MaxInt	IntUnit	MinDur	MaxDur	DurUnit	MinQty	MaxQty	NormQtyAdj	MinQtyAdj	MaxQtyAdj	MinPerTime	MaxPerTime	NormPerTimeAdj	MinPerTimeAdj	MaxPerTimeAdj	MinRate	MaxRate	MinRateAdj	MaxRateAdj
71	aciclovir			INTRAVENEUS		Herpes encefalitis (normale immuunrespons), primaire/recidiverende Varicella zoster-infectie bij immuungecompromitteerden	1 maand tot 3 maanden 80 mg/kg/dag in 4 doses.Behandelduur: Herpes encefalitis: 14-21 dagen Varicella zoster: 7 dagen			30	91									discontinuous			aciclovir	4	mg	kg	dag																		80						
72	aciclovir			INTRAVENEUS		Herpes encefalitis (normale immuunrespons), primaire/recidiverende Varicella zoster-infectie bij immuungecompromitteerden	3 maanden tot 18 jaar 1.500 mg/m²/dag in 3 doses.Behandelduur: Herpes encefalitis: 14-21 dagen Varicella zoster: 7 dagen			91	6574									discontinuous			aciclovir	3	mg	m2	dag																		1500						
65	aciclovir			INTRAVENEUS		Herpes neonatorum	Prematuren Zwangerschapsduur < 37 weken 60 mg/kg/dag in 3 doses.Behandelduur: CNS en verspreid: 21 dagen Beperkt tot lokaal huid, oog en mond: 14 dagen				182						259			discontinuous			aciclovir	3	mg	kg	dag																		60						
66	aciclovir			INTRAVENEUS		Herpes neonatorum	a terme neonaat 80 mg/kg/dag in 4 doses.Behandelduur: CNS en verspreid: 21 dagen Beperkt tot lokaal huid, oog en mond: 14 dagen				30					259				discontinuous			aciclovir	4	mg	kg	dag																		80						
67	aciclovir			INTRAVENEUS		Herpes simplex infecties (normale en deficiente immuunrespons), recidiverende Varicella zoster-infectie (normale immuunrespons)	3 maanden tot 12 jaar 30 mg/kg/dag in 3 doses.Behandelduur: 10 dagen			91	4383									discontinuous			aciclovir	3	mg	kg	dag																		30						
68	aciclovir			INTRAVENEUS		Herpes simplex infecties (normale en deficiente immuunrespons), recidiverende Varicella zoster-infectie (normale immuunrespons)	12 jaar tot 18 jaar 15 mg/kg/dag in 3 doses.Behandelduur: 5 dagen			4383	6574									discontinuous			aciclovir	3	mg	kg	dag																		15						
62	aciclovir			OCULAIR		Herpes simplex keratitis (ooginfectie)	a terme neonaat 5 maal daags 1 cm zalf aanbrengen in onderste conjunctivaalzak.Behandelduur: Tot tenminste 3 dagen na volledige genezing				30					259				discontinuous			aciclovir	5			dag																								
63	aciclovir			OCULAIR		Herpes simplex keratitis (ooginfectie)	1 maand tot 18 jaar 5 maal daags 1 cm zalf aanbrengen in onderste conjunctivaalzak.Behandelduur: Tot tenminste 3 dagen na volledige genezing			30	6574									discontinuous			aciclovir	5			dag																								
3921	aciclovir			ORAAL		Gordelroos	1 maand tot 18 jaar 60 mg/kg/dag in 3 doses. Max: 3.000 mg/dag.			30	6574									discontinuous			aciclovir	3	mg	kg	dag																	3000	60						
3909	aciclovir			ORAAL		Herpes Labialis	12 jaar tot 18 jaar 4.000 mg/dag in 2 doses. Start behandeling binnen 24-48 uur. Behandelduur: 1 dag			4383	6574									discontinuous			aciclovir	2	mg		dag																4000	4000							
3905	aciclovir			ORAAL		Herpes simplex (HSV) infectie	1 maand tot 18 jaar 30 mg/kg/dag in 2 doses. Max: 1.000 mg/dag.			30	6574									discontinuous			aciclovir	2	mg	kg	dag																	1000	30						
64	aciclovir			ORAAL		Herpes Simplex Virus (HSV)-, Varicella Zoster Virus (VZV) infectie	1 maand tot 18 jaar De biologische beschikbaarheid van oraal aciclovir is erg slecht. Daarom heeft bij orale toepassing behandeling met valaciclovir de voorkeur.			30	6574												aciclovir																												
3915	aciclovir			ORAAL		Preventie van recidiverende Herpes Genitalis	12 jaar tot 18 jaar 500 mg/dag in 1 dosis Bij zeer frequente recidieven (meer dan 10 per jaar zonder behandeling): 500 mg/dag in 2 doses. Behandelduur: Behandeling na 6-12 maanden herbeoordelen			4383	6574									discontinuous			aciclovir	1;2	mg		dag																400	400							
3911	aciclovir			ORAAL		Profylaxe CMV bij orgaantransplantaties	1 maand tot 12 jaar 1.000 mg/m²/dag in 3 doses. Max: 2.000 mg/dosis.			30	4383									discontinuous			aciclovir	3	mg	m2	dag												2000						1000						
3913	aciclovir			ORAAL		Profylaxe CMV bij orgaantransplantaties	12 jaar tot 18 jaar 8.000 mg/dag in 4 doses.Behandelduur: 90 dagen			4383	6574									discontinuous			aciclovir	4	mg		dag																8000	8000							
3917	aciclovir			ORAAL		Profylaxe VZV en HSV infecties na stamceltransplantatie	≥ 1 maand en < 40 kg 20 mg/kg/dag in 2 doses. Max: 1.000 mg/dag.			30			40000							discontinuous			aciclovir	2	mg	kg	dag																	1000	20						
3919	aciclovir			ORAAL		Profylaxe VZV en HSV infecties na stamceltransplantatie	≥ 40 kg 1.000 mg/dag in 2 doses.					40000								discontinuous			aciclovir	2	mg		dag																1000	1000							
3907	aciclovir			ORAAL		VZV en HSV infectie in immuungecompromitteerde patiënten	1 maand tot 18 jaar 60 mg/kg/dag in 3 doses. Max: 3.000 mg/dag.			30	6574									discontinuous			aciclovir	3	mg	kg	dag																	3000	60						
74	acitretine			ORAAL		Ernstige collodion/harlekijn collodion bij de neonaat	Premature neonaten Zwangerschapsduur < 37 weken Startdosering: 0,5 mg/kg/dag in 1 dosis gedurende 2-4 weken. Onderhoudsdosering: op geleide van effect en bijwerkingen aanpassen tot de laagst mogelijke effectieve dosering . Advies inname/toediening: Bij voorkeur tijdens de maaltijd of met melk innemenBehandeling door of na overleg met een (kinder)dermatoloog die ervaring heeft met gebruik van acitretine.				182						259			discontinuous	onderhoud		acitretine	1	mg	kg	dag								2	4	weken								0.5						
75	acitretine			ORAAL		Ernstige collodion/harlekijn collodion bij de neonaat	a terme neonaat Startdosering: 0,5 mg/kg/dag in 1 dosis gedurende 2-4 weken. Onderhoudsdosering: op geleide van effect en bijwerkingen aanpassen tot de laagst mogelijke effectieve dosering . Advies inname/toediening: Bij voorkeur tijdens de maaltijd of met melk innemenBehandeling door of na overleg met een (kinder)dermatoloog die ervaring heeft met gebruik van acitretine.				30					259				discontinuous	onderhoud		acitretine	1	mg	kg	dag								2	4	weken								0.5						
73	acitretine			ORAAL		Psoriasis, keratinisatiestoornissen	1 maand tot 18 jaar Startdosering: (gedurende 2-4 weken) 0,5 mg/kg/dag in 1 dosis. Max: 30 mg/dag. Onderhoudsdosering: op geleide van effect en bijwerkingen aanpassen tot de laagst mogelijke effectieve dosering . Advies inname/toediening: Bij voorkeur tijdens de maaltijd of met melk innemenBehandeling door of na overleg met een (kinder)dermatoloog die ervaring heeft met gebruik van acitretine.			30	6574									discontinuous	onderhoud		acitretine	1	mg	kg	dag								2	4	weken							30	0.5						
76	acrivastine			ORAAL		Allergische rhinitis	12 jaar tot 18 jaar 24 mg/dag in 3 doses.			4383	6574									discontinuous	onderhoud		acrivastine	3	mg		dag																24	24							
84	adalimumab			SUBCUTAAN		Colitis Ulcerosa	≥ 6 jaar en < 40 kg Startdosering: Week 0: 80 mg/dosis, éénmalig. Onderhoudsdosering: Vanaf week 2: 40 mg/dosis 1 x per 2 weken.			2191			40000							discontinuous	startdosering		adalimumab	1	mg		week								1	1	week	80	80												
85	adalimumab			SUBCUTAAN		Colitis Ulcerosa	≥ 6 jaar en < 40 kg Startdosering: Week 0: 80 mg/dosis, éénmalig. Onderhoudsdosering: Vanaf week 2: 40 mg/dosis 1 x per 2 weken.			2191			40000							discontinuous	onderhoudsdosering		adalimumab	1	mg		2 weken											40	40												
86	adalimumab			SUBCUTAAN		Colitis Ulcerosa	≥ 40 kg Startdosering: Week 0: 160 mg/dosis, éénmalig. Onderhoudsdosering: Vanaf week 2: 80 mg/dosis 1 x per 2 weken.					40000								discontinuous	startdosering		adalimumab	1	mg		week								1	1	week	160	160												
87	adalimumab			SUBCUTAAN		Colitis Ulcerosa	≥ 40 kg Startdosering: Week 0: 160 mg/dosis, éénmalig. Onderhoudsdosering: Vanaf week 2: 80 mg/dosis 1 x per 2 weken.					40000								discontinuous	onderhoudsdosering		adalimumab	1	mg		2 weken											80	80												
83	adalimumab			SUBCUTAAN		Hidradenitis suppurativa	12 jaar tot 18 jaar en ≥ 30 kg Startdosering: Week 0: 80 mg/dosis Onderhoudsdosering: Vanaf week 1: 40 mg/dosis 1 x per 2 wekenBij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1x per week of 80 mg/dosis 1x per 2 weken			4383	6574	30000								discontinuous	startdosering		adalimumab	1	mg		week								1	1	week	80	80												
83	adalimumab			SUBCUTAAN		Hidradenitis suppurativa	12 jaar tot 18 jaar en ≥ 30 kg Startdosering: Week 0: 80 mg/dosis Onderhoudsdosering: Vanaf week 1: 40 mg/dosis 1 x per 2 wekenBij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1x per week of 80 mg/dosis 1x per 2 weken			4383	6574	30000								discontinuous	onderhoudsdosering		adalimumab	1	mg		2 weken											40	40												
81	adalimumab			SUBCUTAAN		Overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie, waaronder sarcoïdose, Blau syndroom en Chronische Recidiverende Multifocale Osteomyelitis (CRMO)/Synovitis, Acne, Pustulose, Hyperostose en Ostitis (SAPHO), persisterende oligoarticulaire juveniele idiopathische artritis	< 30 kg 20 mg/dosis 1 x per 2 weken. Er is weinig evidence omtrent het gebruik van adalimumab bij kinderen met deze aandoeningen. Behandeling door of na overleg met een kinderarts-specialist (reumatologie) die ervaring heeft met het gebruik van adalimumab voor deze indicatie.						30000							discontinuous	onderhoud		adalimumab	1	mg		2 weken											20	20												
82	adalimumab			SUBCUTAAN		Overige autoinflammatoire aandoeningen die niet reageren op de conventionele therapie, waaronder sarcoïdose, Blau syndroom en Chronische Recidiverende Multifocale Osteomyelitis (CRMO)/Synovitis, Acne, Pustulose, Hyperostose en Ostitis (SAPHO), persisterende oligoarticulaire juveniele idiopathische artritis	≥ 30 kg 40 mg/dosis 1 x per 2 weken. Er is weinig evidence omtrent het gebruik van adalimumab bij kinderen met deze aandoeningen. Behandeling door of na overleg met een kinderarts-specialist (reumatologie) die ervaring heeft met het gebruik van adalimumab voor deze indicatie.					30000								discontinuous	onderhoud		adalimumab	1	mg		2 weken											40	40												
79	adalimumab			SUBCUTAAN		Polyarticulaire juveniele idiopathische artritis, enthesitis gerelateerde artritis, psoriasis, uveitis	< 30 kg 20 mg/dosis 1 x per 2 weken. De fabrikant geeft aan dat er bij juveniele uveïtis eventueel een oplaaddosis gegeven kan worden van 40 mg, één week voor aanvang van de onderhoudsbehandeling.						30000							discontinuous	onderhoud		adalimumab	1	mg		2 weken											20	20												
80	adalimumab			SUBCUTAAN		Polyarticulaire juveniele idiopathische artritis, enthesitis gerelateerde artritis, psoriasis, uveitis	≥ 30 kg 40 mg/dosis 1 x per 2 weken. De fabrikant geeft aan dat er bij juveniele uveïtis eventueel een oplaaddosis gegeven kan worden van 80 mg, één week voor aanvang van de onderhoudsbehandeling.					30000								discontinuous	onderhoud		adalimumab	1	mg		2 weken											40	40												
77	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 6 jaar en < 40 kg Startdosering: Week 0: 40 mg/dosis Week 2: 20 mg/dosis Indien een snellere respons op de therapie noodzakelijk is: Week 0: 80 mg/dosis Week 2: 40 mg/dosisOnderhoudsdosering: Vanaf week 4: 20 mg/dosis 1 x per 2 wekenBij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1 x per week			2191			40000							discontinuous	week 0		adalimumab	1	mg		2 weken								2	2	weken	40	80												
77	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 6 jaar en < 40 kg Startdosering: Week 0: 40 mg/dosis Week 2: 20 mg/dosis Indien een snellere respons op de therapie noodzakelijk is: Week 0: 80 mg/dosis Week 2: 40 mg/dosisOnderhoudsdosering: Vanaf week 4: 20 mg/dosis 1 x per 2 wekenBij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1 x per week			2191			40000							discontinuous	week 2		adalimumab	1	mg		2 weken								2	2	weken	20	40												
77	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 6 jaar en < 40 kg Startdosering: Week 0: 40 mg/dosis Week 2: 20 mg/dosis Indien een snellere respons op de therapie noodzakelijk is: Week 0: 80 mg/dosis Week 2: 40 mg/dosisOnderhoudsdosering: Vanaf week 4: 20 mg/dosis 1 x per 2 wekenBij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1 x per week			2191			40000							discontinuous	vanaf week 4		adalimumab	1	mg		2 weken											20	20												
77	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 6 jaar en < 40 kg Startdosering: Week 0: 40 mg/dosis Week 2: 20 mg/dosis Indien een snellere respons op de therapie noodzakelijk is: Week 0: 80 mg/dosis Week 2: 40 mg/dosisOnderhoudsdosering: Vanaf week 4: 20 mg/dosis 1 x per 2 wekenBij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1 x per week			2191			40000							discontinuous	onvoldoende response		adalimumab	1	mg		week											20	20												
78	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 40 kg Startdosering Week 0: 80 mg/dosis Week 2: 40 mg/dosis Indien een snellere respons op therapie noodzakelijk is: Week 0: 160 mg/dosis Week 2: 80 mg/dosis Onderhoudsdosering: Vanaf week 4: 40 mg/dosis 1 x per 2 weken.Bij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1x per week 40 mg of 1x per 2 weken 80 mg.					40000								discontinuous	week 0		adalimumab	1	mg		2 weken								2	2	weken	80	160												
78	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 40 kg Startdosering Week 0: 80 mg/dosis Week 2: 40 mg/dosis Indien een snellere respons op therapie noodzakelijk is: Week 0: 160 mg/dosis Week 2: 80 mg/dosis Onderhoudsdosering: Vanaf week 4: 40 mg/dosis 1 x per 2 weken.Bij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1x per week 40 mg of 1x per 2 weken 80 mg.					40000								discontinuous	week 2		adalimumab	1	mg		2 weken								2	2	weken	40	80												
78	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 40 kg Startdosering Week 0: 80 mg/dosis Week 2: 40 mg/dosis Indien een snellere respons op therapie noodzakelijk is: Week 0: 160 mg/dosis Week 2: 80 mg/dosis Onderhoudsdosering: Vanaf week 4: 40 mg/dosis 1 x per 2 weken.Bij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1x per week 40 mg of 1x per 2 weken 80 mg.					40000								discontinuous	vanaf week 4		adalimumab	1	mg		2 weken											40	80												
78	adalimumab			SUBCUTAAN		Ziekte van Crohn	≥ 40 kg Startdosering Week 0: 80 mg/dosis Week 2: 40 mg/dosis Indien een snellere respons op therapie noodzakelijk is: Week 0: 160 mg/dosis Week 2: 80 mg/dosis Onderhoudsdosering: Vanaf week 4: 40 mg/dosis 1 x per 2 weken.Bij onvoldoende respons kan frequentie onderhoudsdosering opgehoogd worden naar 1x per week 40 mg of 1x per 2 weken 80 mg.					40000								discontinuous	onvoldoende response		adalimumab	1	mg		week											40	40												
88	adapaleen			CUTAAN		Acne vulgaris	≥ 12 jaar 1x per dag 's avonds dun aanbrengen op de gereinigde en droge huid op plaatsen die zijn aangetast door acne.			4383										discontinuous			adapaleen	1	keer		dag																								
89	adapaleen/benzoylperoxide			CUTAAN		Acne vulgaris met comedonen en ontstekingsverschijnselen	≥ 9 jaar 1x per dag 's avonds dun aanbrengen op schone en droge huid. Contact met ogen en lippen vermijden. Bij irritatie van de huid de frequentie van aanbrengen verminderen (bijvoorbeeld elke 2 dagen) of het gebruik (tijdelijk) staken.			3287										discontinuous				1	dosis		dag																								
89	adapaleen/benzoylperoxide			CUTAAN		Acne vulgaris met comedonen en ontstekingsverschijnselen	≥ 9 jaar 1x per dag 's avonds dun aanbrengen op schone en droge huid. Contact met ogen en lippen vermijden. Bij irritatie van de huid de frequentie van aanbrengen verminderen (bijvoorbeeld elke 2 dagen) of het gebruik (tijdelijk) staken.			3287										discontinuous	bij irritatie			1	dosis		2 dagen																								
91	adenosine			INTRAVENEUS		Supraventriculaire tachycardie	a terme neonaat Startdosis: 100 microg/kg/dosisAls 1e dosis faalt: 200 microg/kg/dosisAls 2e dosis faalt: 300 microg/kg/dosisEen volgende dosis kan direct 1-2 minuten na de vorige dosis worden toegediend.Als de ritmestoornis stopt, maar direct weer terugkomt, heeft ophogen geen zin.Behandeling door of na overleg met een kinderarts-specialist (kindercardiologie) die ervaring heeft met gebruik van adenosine voor deze indicatie.				30					259				once	1ste dosis		adenosine		microg	kg														100											
91	adenosine			INTRAVENEUS		Supraventriculaire tachycardie	a terme neonaat Startdosis: 100 microg/kg/dosisAls 1e dosis faalt: 200 microg/kg/dosisAls 2e dosis faalt: 300 microg/kg/dosisEen volgende dosis kan direct 1-2 minuten na de vorige dosis worden toegediend.Als de ritmestoornis stopt, maar direct weer terugkomt, heeft ophogen geen zin.Behandeling door of na overleg met een kinderarts-specialist (kindercardiologie) die ervaring heeft met gebruik van adenosine voor deze indicatie.				30					259				once	2de dosis		adenosine		microg	kg														300											
92	adenosine			INTRAVENEUS		Supraventriculaire tachycardie	1 maand tot 18 jaar Startdosis: 100 microg/kg/dosis, max 6 mg/dosis bolusinjectie, gevolgd door ruime flush met fysiologisch zout.Bij falen van 1e dosis: 200 microg/kg/dosis, max 12 mg/dosisBij falen van 2e dosis: 300 microg/kg/dosis, max 12 mg/dosisBij falen van 3e dosis: overweeg 500 microg/kg/dosis, max 12 mg/dosisEen volgende dosis kan direct 1-2 minuten na de vorige dosis worden toegediend.Als de ritmestoornis stopt, maar direct weer terugkomt, heeft ophogen geen zin. | Behandeling door of na overleg met een kinderarts-specialist (kindercardiologie) die ervaring heeft met gebruik van adenosine voor deze indicatie.			30	6574									once	1ste dosis		adenosine		microg	kg													6000	100											
92	adenosine			INTRAVENEUS		Supraventriculaire tachycardie	1 maand tot 18 jaar Startdosis: 100 microg/kg/dosis, max 6 mg/dosis bolusinjectie, gevolgd door ruime flush met fysiologisch zout.Bij falen van 1e dosis: 200 microg/kg/dosis, max 12 mg/dosisBij falen van 2e dosis: 300 microg/kg/dosis, max 12 mg/dosisBij falen van 3e dosis: overweeg 500 microg/kg/dosis, max 12 mg/dosisEen volgende dosis kan direct 1-2 minuten na de vorige dosis worden toegediend.Als de ritmestoornis stopt, maar direct weer terugkomt, heeft ophogen geen zin. | Behandeling door of na overleg met een kinderarts-specialist (kindercardiologie) die ervaring heeft met gebruik van adenosine voor deze indicatie.			30	6574									once	2de dosis		adenosine		microg	kg													12000	200											
92	adenosine			INTRAVENEUS		Supraventriculaire tachycardie	1 maand tot 18 jaar Startdosis: 100 microg/kg/dosis, max 6 mg/dosis bolusinjectie, gevolgd door ruime flush met fysiologisch zout.Bij falen van 1e dosis: 200 microg/kg/dosis, max 12 mg/dosisBij falen van 2e dosis: 300 microg/kg/dosis, max 12 mg/dosisBij falen van 3e dosis: overweeg 500 microg/kg/dosis, max 12 mg/dosisEen volgende dosis kan direct 1-2 minuten na de vorige dosis worden toegediend.Als de ritmestoornis stopt, maar direct weer terugkomt, heeft ophogen geen zin. | Behandeling door of na overleg met een kinderarts-specialist (kindercardiologie) die ervaring heeft met gebruik van adenosine voor deze indicatie.			30	6574									once	3de dosis		adenosine		microg	kg													12000	300											
