GPK	Medication	Shape	Route	DoseType	Dep	CVL	PVL	DiluentVol	ExpansionVol	Diluents
44067	sulproston injectiepoeder 500ug	poeder voor injectievloeistof	iv		NEO			2		NaCl 0,9%
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	im		ICC			0		
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	im		ICK			0		
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	im		NEO			0		
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	iv		ICC			0		
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	iv		ICK			0		
90786	suxamethonium injvlst 50mg/ml (dihcl im/iv)	injectievloeistof	iv		NEO			0		
99287	tacrolimus infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
99287	tacrolimus infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
99287	tacrolimus infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
82287	teicoplanine injectiepoeder 200mg	poeder voor injectievloeistof	im		ICC			3.14		water
82287	teicoplanine injectiepoeder 200mg	poeder voor injectievloeistof	im		ICK			3.14		water
82287	teicoplanine injectiepoeder 200mg	poeder voor injectievloeistof	im		NEO			3.14		water
82287	teicoplanine injectiepoeder 200mg	poeder voor injectievloeistof	iv		ICC			3.14		water
82287	teicoplanine injectiepoeder 200mg	poeder voor injectievloeistof	iv		ICK			3.14		water
82287	teicoplanine injectiepoeder 200mg	poeder voor injectievloeistof	iv		NEO			3.14		water
85871	teicoplanine injectiepoeder 400mg	poeder voor injectievloeistof	im		ICC			3.14		water
85871	teicoplanine injectiepoeder 400mg	poeder voor injectievloeistof	im		ICK			3.14		water
85871	teicoplanine injectiepoeder 400mg	poeder voor injectievloeistof	im		NEO			3.14		water
85871	teicoplanine injectiepoeder 400mg	poeder voor injectievloeistof	iv		ICC			3.14		water
85871	teicoplanine injectiepoeder 400mg	poeder voor injectievloeistof	iv		ICK			3.14		water
85871	teicoplanine injectiepoeder 400mg	poeder voor injectievloeistof	iv		NEO			3.14		water
1333	testosteron injvlst 250mg/ml (sustanon)	injectievloeistof	im		ICC			0		
1333	testosteron injvlst 250mg/ml (sustanon)	injectievloeistof	im		ICK			0		
1333	testosteron injvlst 250mg/ml (sustanon)	injectievloeistof	im		NEO			0		
135151	testosteron injvlst 250mg/ml (undecanoaat)	injectievloeistof	im		ICC			0		
135151	testosteron injvlst 250mg/ml (undecanoaat)	injectievloeistof	im		ICK			0		
135151	testosteron injvlst 250mg/ml (undecanoaat)	injectievloeistof	im		NEO			0		
175838	tetanusimmunoglobuline injvlst 250ie/ml	injectievloeistof	im		ICC			0		
175838	tetanusimmunoglobuline injvlst 250ie/ml	injectievloeistof	im		ICK			0		
175838	tetanusimmunoglobuline injvlst 250ie/ml	injectievloeistof	im		NEO			0		
119504	tetanusvaccin injsusp 80ie/ml	suspensie voor injectie	im		ICC			0		
119504	tetanusvaccin injsusp 80ie/ml	suspensie voor injectie	im		ICK			0		
119504	tetanusvaccin injsusp 80ie/ml	suspensie voor injectie	im		NEO			0		
8427	tetracosactide injvlst 0,25mg/ml	injectievloeistof	im		ICC			0		
8427	tetracosactide injvlst 0,25mg/ml	injectievloeistof	im		ICK			0		
8427	tetracosactide injvlst 0,25mg/ml	injectievloeistof	im		NEO			0		
8427	tetracosactide injvlst 0,25mg/ml	injectievloeistof	iv		ICC			0		
8427	tetracosactide injvlst 0,25mg/ml	injectievloeistof	iv		ICK			0		
8427	tetracosactide injvlst 0,25mg/ml	injectievloeistof	iv		NEO			0		
162930	theofylline infopl conc 200mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
162930	theofylline infopl conc 200mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
162930	theofylline infopl conc 200mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
29076	thiamine injvlst 100mg/ml	injectievloeistof	im		ICC			0		
29076	thiamine injvlst 100mg/ml	injectievloeistof	im		ICK			0		
29076	thiamine injvlst 100mg/ml	injectievloeistof	im		NEO			0		
29076	thiamine injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
29076	thiamine injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
29076	thiamine injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
18147	thiopental injectiepoeder 500mg	poeder voor injectievloeistof	iv		ICC			20		water
18147	thiopental injectiepoeder 500mg	poeder voor injectievloeistof	iv		ICK			20		water
18147	thiopental injectiepoeder 500mg	poeder voor injectievloeistof	iv		NEO			20		water
112410	thymocytenimmunoglobuline inf conc 20mg/ml (k)	infusievloeistof	iv		ICC			0		
112410	thymocytenimmunoglobuline inf conc 20mg/ml (k)	infusievloeistof	iv		ICK			0		
112410	thymocytenimmunoglobuline inf conc 20mg/ml (k)	infusievloeistof	iv		NEO			0		
97659	thymocytenimmunoglobuline infusiepoeder 25mg (k)	poeder voor oplossing voor infusie	iv		ICC			5		water
97659	thymocytenimmunoglobuline infusiepoeder 25mg (k)	poeder voor oplossing voor infusie	iv		ICK			5		water
97659	thymocytenimmunoglobuline infusiepoeder 25mg (k)	poeder voor oplossing voor infusie	iv		NEO			5		water
125237	tigecycline infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		ICC			5.3		NaCl 0,9%;glucose 5%
125237	tigecycline infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		ICK			5.3		NaCl 0,9%;glucose 5%
125237	tigecycline infusiepoeder 50mg	poeder voor oplossing voor infusie	iv		NEO			5.3		NaCl 0,9%;glucose 5%
112437	tirofiban infvlst 0,05mg/ml	infusievloeistof	iv		ICC			0		
112437	tirofiban infvlst 0,05mg/ml	infusievloeistof	iv		ICK			0		
112437	tirofiban infvlst 0,05mg/ml	infusievloeistof	iv		NEO			0		
73342	tobramycine injvlst 40mg/ml	injectievloeistof	im		ICC			0		
73342	tobramycine injvlst 40mg/ml	injectievloeistof	im		ICK			0		
73342	tobramycine injvlst 40mg/ml	injectievloeistof	im		NEO			0		
73342	tobramycine injvlst 40mg/ml	injectievloeistof	iv		ICC			0		
73342	tobramycine injvlst 40mg/ml	injectievloeistof	iv		ICK			0		
73342	tobramycine injvlst 40mg/ml	injectievloeistof	iv		NEO			0		
130796	tocilizumab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
130796	tocilizumab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
130796	tocilizumab infopl conc 20mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
88692	tramadol injvlst 50mg/ml	injectievloeistof	im		ICC			0		
88692	tramadol injvlst 50mg/ml	injectievloeistof	im		ICK			0		
88692	tramadol injvlst 50mg/ml	injectievloeistof	im		NEO			0		
88692	tramadol injvlst 50mg/ml	injectievloeistof	iv		ICC			0		
88692	tramadol injvlst 50mg/ml	injectievloeistof	iv		ICK			0		
88692	tramadol injvlst 50mg/ml	injectievloeistof	iv		NEO			0		
5983	tranexaminezuur injvlst 100mg/ml	injectievloeistof	iv		ICC			0		
5983	tranexaminezuur injvlst 100mg/ml	injectievloeistof	iv		ICK			0		
5983	tranexaminezuur injvlst 100mg/ml	injectievloeistof	iv		NEO			0		
144258	trastuzumab emtansine infpdr 100mg (kadcyla)	poeder voor oplossing voor infusie	iv		ICC			5		water
144258	trastuzumab emtansine infpdr 100mg (kadcyla)	poeder voor oplossing voor infusie	iv		ICK			5		water
144258	trastuzumab emtansine infpdr 100mg (kadcyla)	poeder voor oplossing voor infusie	iv		NEO			5		water
111767	trastuzumab inf 150mg(her/kan/ogi/ont/tra/zer)	poeder voor oplossing voor infusie	iv		ICC			7.2		water
111767	trastuzumab inf 150mg(her/kan/ogi/ont/tra/zer)	poeder voor oplossing voor infusie	iv		ICK			7.2		water
111767	trastuzumab inf 150mg(her/kan/ogi/ont/tra/zer)	poeder voor oplossing voor infusie	iv		NEO			7.2		water
174807	trastuzumab infpdr 420mg (her/kan/ogi/ont/trazim)	poeder voor oplossing voor infusie	iv		ICC			20		water
174807	trastuzumab infpdr 420mg (her/kan/ogi/ont/trazim)	poeder voor oplossing voor infusie	iv		ICK			20		water
174807	trastuzumab infpdr 420mg (her/kan/ogi/ont/trazim)	poeder voor oplossing voor infusie	iv		NEO			20		water
120219	triamcinolonacetonide injsusp 40mg/ml (parent)	suspensie voor injectie	im		ICC			0		
120219	triamcinolonacetonide injsusp 40mg/ml (parent)	suspensie voor injectie	im		ICK			0		
120219	triamcinolonacetonide injsusp 40mg/ml (parent)	suspensie voor injectie	im		NEO			0		
139645	trimethoprim/sulfametrol infvlst 0,64/3,2mg/ml	infusievloeistof	iv		ICC			0		
139645	trimethoprim/sulfametrol infvlst 0,64/3,2mg/ml	infusievloeistof	iv		ICK			0		
139645	trimethoprim/sulfametrol infvlst 0,64/3,2mg/ml	infusievloeistof	iv		NEO			0		
173444	trometamol infvlst 36,3mg/ml	infusievloeistof	iv		ICC			0		
173444	trometamol infvlst 36,3mg/ml	infusievloeistof	iv		ICK			0		
173444	trometamol infvlst 36,3mg/ml	infusievloeistof	iv		NEO			0		
53198	urokinase infusiepoeder 100.000ie	poeder voor oplossing voor infusie	iv		ICC			5		NaCl 0,9%
53198	urokinase infusiepoeder 100.000ie	poeder voor oplossing voor infusie	iv		ICK			5		NaCl 0,9%
53198	urokinase infusiepoeder 100.000ie	poeder voor oplossing voor infusie	iv		NEO			5		NaCl 0,9%
167053	ustekinumab infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
167053	ustekinumab infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
167053	ustekinumab infopl conc 5mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
82422	vancomycine pdr v infvlst 1000mg	poeder voor oplossing voor infusie	iv		ICC			20		water
82422	vancomycine pdr v infvlst 1000mg	poeder voor oplossing voor infusie	iv		ICK			20		water
82422	vancomycine pdr v infvlst 1000mg	poeder voor oplossing voor infusie	iv		NEO			20		water
175285	varicellazosterimmunoglobuline inj 104ie/ml	injectievloeistof	im		ICC			0		
175285	varicellazosterimmunoglobuline inj 104ie/ml	injectievloeistof	im		ICK			0		
175285	varicellazosterimmunoglobuline inj 104ie/ml	injectievloeistof	im		NEO			0		
152587	vedolizumab infusiepoeder 300mg	poeder voor oplossing voor infusie	iv		ICC			4.8		water
152587	vedolizumab infusiepoeder 300mg	poeder voor oplossing voor infusie	iv		ICK			4.8		water
152587	vedolizumab infusiepoeder 300mg	poeder voor oplossing voor infusie	iv		NEO			4.8		water
8184	verapamil injvlst 2,5mg/ml	injectievloeistof	iv		ICC			0		
8184	verapamil injvlst 2,5mg/ml	injectievloeistof	iv		ICK			0		
8184	verapamil injvlst 2,5mg/ml	injectievloeistof	iv		NEO			0		
112542	verteporfine infusiepoeder 15mg	poeder voor oplossing voor infusie	iv		ICC			7		water
112542	verteporfine infusiepoeder 15mg	poeder voor oplossing voor infusie	iv		ICK			7		water
112542	verteporfine infusiepoeder 15mg	poeder voor oplossing voor infusie	iv		NEO			7		water
115487	voriconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		ICC			19		water;NaCl 0,9%
115487	voriconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		ICK			19		water;NaCl 0,9%
115487	voriconazol infusiepoeder 200mg	poeder voor oplossing voor infusie	iv		NEO			19		water;NaCl 0,9%
179442	zanamivir infvlst 10mg/ml	infusievloeistof	iv		ICC			0		
179442	zanamivir infvlst 10mg/ml	infusievloeistof	iv		ICK			0		
179442	zanamivir infvlst 10mg/ml	infusievloeistof	iv		NEO			0		
89818	zidovudine infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICC			0		
89818	zidovudine infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		ICK			0		
89818	zidovudine infopl conc 10mg/ml	concentraat voor oplossing voor infusie	iv		NEO			0		
137367	zoledroninezuur infvlst 0,04mg/ml	infusievloeistof	iv		ICC			0		
137367	zoledroninezuur infvlst 0,04mg/ml	infusievloeistof	iv		ICK			0		
137367	zoledroninezuur infvlst 0,04mg/ml	infusievloeistof	iv		NEO			0		
124850	zoledroninezuur infvlst 0,05mg/ml	infusievloeistof	iv		ICC			0		
124850	zoledroninezuur infvlst 0,05mg/ml	infusievloeistof	iv		ICK			0		
124850	zoledroninezuur infvlst 0,05mg/ml	infusievloeistof	iv		NEO			0		
20451	zuclopentixol (depot) injvlst 200mg/ml	injectievloeistof	im		ICC			0		
20451	zuclopentixol (depot) injvlst 200mg/ml	injectievloeistof	im		ICK			0		
20451	zuclopentixol (depot) injvlst 200mg/ml	injectievloeistof	im		NEO			0		
77674	zuclopentixol injvlst 50mg/ml	injectievloeistof	im		ICC			0		
77674	zuclopentixol injvlst 50mg/ml	injectievloeistof	im		ICK			0		
77674	zuclopentixol injvlst 50mg/ml	injectievloeistof	im		NEO			0		
